gene,Extracellular region,Plasma membrane,Cytoskeleton,Nucleus,Mitochondrion,Peroxisome,Endoplasmic reticulum,Endosome,Cytosol,Lysosome,Golgi apparatus
1600020E01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.5589999999999999,0.0,0.0,0.0,0.0
1700020I14Rik,0.0,0.0,0.0,0.8240000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310043L19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.5589999999999999,0.0,0.0,0.0,0.0
2700046G09Rik,0.0,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3930402G23Rik,0.0,0.0,0.0,0.0,0.561,0.0,0.0,0.0,0.0,0.0,0.0
5031425E22Rik,0.0,0.0,0.0,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0
5830432E09Rik,0.7290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030443J06Rik,0.0,0.0,0.0,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0
7SK,0.0,0.0,0.688,1.7369999999999999,0.0,0.0,0.0,0.0,0.512,0.0,0.0
A1bg,4.5360000000000005,2.178,0.8370000000000001,1.115,1.084,0.0,0.537,0.0,1.016,1.128,0.0
A1cf,1.459,1.545,1.916,5.0,1.548,0.59,3.5839999999999996,0.0,2.438,0.889,0.0
A2m,4.569,2.721,1.6540000000000001,1.7409999999999999,1.653,0.7390000000000001,2.11,1.416,1.768,1.86,1.8
A330094K24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706,0.0,0.0
A3galt2,1.08,1.401,0.0,2.117,0.0,1.4269999999999998,1.073,1.815,1.8869999999999998,2.182,4.625
A4galt,1.222,1.6119999999999999,0.595,1.02,0.45299999999999996,0.45299999999999996,1.4409999999999998,1.105,1.4340000000000002,1.097,4.337
A4gnt,3.0610000000000004,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.188,4.018
A830039N20Rik,0.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AA386476,0.375,0.0,0.0,2.4,0.0,0.0,0.0,0.0,1.3119999999999998,0.0,0.0
AA467197,1.518,0.0,0.0,4.151,4.225,0.562,0.0,0.0,0.8440000000000001,0.0,0.0
AA474408,1.219,0.0,0.0,0.498,1.172,0.344,0.0,0.0,0.8440000000000001,0.0,0.0
AA792892,1.031,0.498,0.0,1.031,0.0,0.203,0.0,0.0,1.219,0.0,0.0
AA986860,0.6859999999999999,4.144,0.0,2.0580000000000003,0.7090000000000001,0.0,0.0,0.768,4.33,0.0,0.281
AA987161,0.0,0.0,0.0,2.792,0.0,0.0,0.0,0.0,1.547,0.0,0.0
AB041806,1.594,0.0,0.0,0.375,0.562,0.0,0.0,0.0,0.872,0.0,0.0
AB124611,2.719,1.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF067063,0.64,0.0,1.024,0.755,0.541,0.0,0.0,0.0,0.5660000000000001,0.0,0.0
AF251705,1.7109999999999999,5.0,0.0,0.547,1.969,0.0,0.0,0.9129999999999999,0.0,0.188,0.0
AF366264,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,1.781,0.0,0.0
AF529169,0.682,4.121,0.0,1.145,0.375,0.375,0.6559999999999999,0.0,0.938,0.0,0.375
AI118078,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0360000000000005,0.0,0.0
AI182371,2.438,0.0,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.281,0.0
AI314180,0.845,0.631,4.203,4.51,0.8909999999999999,0.5870000000000001,4.203,4.13,2.322,0.737,0.0
AI317395,0.0,4.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AI413582,1.406,1.393,0.0,0.0,0.188,0.469,0.281,0.0,0.188,0.0,0.0
AI429214,0.0,0.188,0.0,2.344,0.0,0.0,0.0,0.0,0.281,0.0,0.0
AI462493,2.062,0.0,0.0,0.764,4.266,0.0,0.0,0.0,0.0,0.188,0.0
AI464131,0.0,2.625,0.6779999999999999,5.0,0.0,0.0,5.0,0.0,0.188,0.0,0.639
AI467606,1.031,0.8640000000000001,0.0,0.562,0.32799999999999996,0.23399999999999999,0.469,0.0,0.23399999999999999,0.0,0.23399999999999999
AI481877,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
AI593442,1.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AI597479,0.0,0.0,0.0,2.3569999999999998,0.0,0.0,0.0,0.0,0.562,0.0,0.0
AI606181,2.3569999999999998,0.0,0.0,0.281,1.594,0.0,0.0,0.0,0.0,0.0,0.0
AI607873,0.0,0.0,0.0,2.9139999999999997,0.0,0.0,0.0,0.0,2.074,0.0,0.0
AI661453,0.469,0.469,0.0,1.999,0.469,0.469,0.0,0.0,0.938,0.0,0.469
AI747448,1.4509999999999998,0.7609999999999999,0.0,0.0,0.0,1.594,0.375,0.0,0.0,0.212,0.0
AI837181,1.406,0.0,0.0,0.8909999999999999,0.0,0.289,0.0,0.0,0.9840000000000001,0.0,0.0
AI846148,0.0,0.0,0.0,1.6880000000000002,0.0,0.0,0.0,0.0,1.6880000000000002,0.0,0.0
AI848285,0.56,3.213,0.0,0.6990000000000001,0.0,0.0,0.0,0.0,0.603,0.0,0.0
AI987944,0.0,0.0,0.0,2.8539999999999996,0.0,0.0,0.0,0.0,1.594,0.0,0.0
AK010878,0.0,0.0,0.0,4.0,0.775,0.0,0.0,0.0,4.0,0.0,0.0
AK129341,0.0,0.0,4.184,2.439,0.0,0.0,0.0,0.0,0.562,0.0,0.0
AK157302,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
AU015836,0.8029999999999999,0.0,0.0,1.219,0.281,0.0,0.0,0.0,2.265,0.0,0.0
AU016765,1.3119999999999998,0.0,0.0,0.8909999999999999,0.0,0.0,0.0,0.0,0.8909999999999999,0.0,0.0
AU018091,0.0,2.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU019823,0.0,0.0,0.0,2.8569999999999998,1.391,0.0,0.0,0.0,0.922,0.0,0.0
AU021092,3.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.804,0.0
AU022252,0.0,0.0,0.0,1.453,0.0,0.0,0.0,0.0,2.156,0.0,0.0
AU022751,0.0,0.0,0.0,2.531,0.0,0.0,0.0,0.0,1.547,0.0,0.0
AU040320,0.924,4.269,0.909,4.334,0.281,0.375,0.0,1.15,0.961,0.0,5.0
AU041133,0.0,0.0,0.0,2.8289999999999997,0.0,0.0,0.0,0.0,1.594,0.0,0.0
AV320801,0.0,0.0,0.0,1.453,0.188,0.8909999999999999,0.0,0.0,1.453,0.0,0.0
AW011738,0.6559999999999999,0.0,0.0,1.05,1.359,0.0,0.0,0.0,0.9840000000000001,0.0,0.0
AW112010,2.906,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0
AW146154,0.0,0.0,0.0,2.845,0.0,0.0,0.0,0.0,1.547,0.0,0.0
AW209491,0.0,0.0,0.0,1.547,0.0,0.0,0.0,0.0,2.156,0.0,0.0
AW549877,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0
AW551984,0.469,0.0,0.0,0.9840000000000001,0.8440000000000001,0.469,0.0,0.0,0.938,0.0,0.0
AW554918,0.0,0.0,0.598,1.686,0.0,0.0,0.0,0.0,1.3119999999999998,0.0,0.0
AW822073,1.05,0.718,0.833,2.435,0.0,0.0,0.0,0.0,1.767,0.0,0.0
AY074887,0.0,0.469,0.0,1.031,1.114,0.188,0.188,0.0,0.703,0.0,0.0
AY358078,0.0,0.0,0.0,1.266,0.281,0.0,0.0,0.0,1.594,0.0,0.0
AY761184,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AY761185,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaas,1.6980000000000002,2.051,4.345,4.515,1.276,0.0,1.0290000000000001,0.961,4.487,1.171,0.77
Aacs,1.3730000000000002,1.3019999999999998,1.199,2.591,1.7269999999999999,2.137,1.186,0.693,4.574,0.812,0.0
Aadac,2.575,0.0,0.0,0.907,1.006,1.137,5.0,0.0,1.0170000000000001,0.797,1.7619999999999998
Aadacl3,2.5639999999999996,0.0,0.0,0.0,0.0,0.0,0.562,0.0,0.0,0.0,1.445
Aadat,1.492,0.915,1.244,1.663,4.376,0.987,0.281,0.0,2.778,0.0,0.0
Aaed1,0.716,0.0,0.0,0.7190000000000001,1.785,0.562,0.0,0.0,0.7190000000000001,0.0,0.0
Aagab,2.2430000000000003,0.84,1.331,4.357,1.055,0.0,0.541,0.0,4.322,0.0,0.0
Aak1,0.91,4.291,1.3219999999999998,4.061,0.7959999999999999,0.0,0.718,1.516,3.051,1.048,1.247
Aamdc,2.824,0.0,0.973,0.8240000000000001,0.92,0.0,0.0,0.809,0.7190000000000001,0.996,0.8320000000000001
Aamp,1.22,0.0,0.61,1.7819999999999998,0.0,0.0,0.0,0.0,1.3119999999999998,0.0,0.0
Aanat,3.1489999999999996,1.7180000000000002,1.757,2.2359999999999998,1.609,0.24100000000000002,1.04,0.9059999999999999,4.41,1.072,0.759
Aar2,0.0,0.0,0.0,3.84,0.281,0.7240000000000001,0.0,0.0,2.1590000000000003,0.516,0.0
Aard,1.013,0.0,0.0,0.75,0.938,0.625,0.0,0.0,0.938,0.0,0.0
Aars,1.426,1.381,1.472,2.681,3.7680000000000002,0.73,1.416,0.922,4.711,1.177,1.567
Aars2,0.562,0.281,0.904,1.133,5.0,0.0,0.845,0.0,2.9739999999999998,0.281,0.0
Aarsd1,0.782,0.0,0.0,2.327,0.885,0.0,0.8170000000000001,0.0,3.252,0.0,0.0
Aasdh,0.0,1.712,0.0,1.699,1.9240000000000002,0.862,0.188,0.0,2.197,0.0,0.0
Aasdhppt,1.2109999999999999,1.304,1.3,1.8419999999999999,3.017,0.0,0.872,0.561,1.719,1.0759999999999998,0.627
Aass,0.774,0.752,0.852,1.5490000000000002,5.0,0.605,0.0,0.0,2.269,0.0,0.0
Aatf,0.863,0.915,1.276,5.0,1.13,0.0,1.0290000000000001,0.0,4.428,0.0,4.203
Aatk,2.3,2.542,0.991,1.22,0.715,0.281,5.0,1.219,0.9790000000000001,0.0,0.55
Abat,0.691,0.764,0.713,0.785,4.26,0.0,0.0,0.0,0.99,0.0,0.0
Abca1,3.0589999999999997,5.0,2.001,2.5340000000000003,2.3040000000000003,2.3369999999999997,2.339,4.436,2.3280000000000003,2.364,5.0
Abca12,1.3869999999999998,3.5989999999999998,0.868,1.038,0.858,1.35,1.195,0.95,1.094,1.079,2.306
Abca13,0.9620000000000001,3.2910000000000004,0.767,0.9309999999999999,0.728,0.903,0.8959999999999999,0.0,0.769,0.0,0.55
Abca14,0.5,3.217,0.0,0.0,0.0,0.754,0.0,0.0,0.0,0.0,0.795
Abca15,0.0,3.0,0.0,0.0,0.0,0.7709999999999999,0.0,0.0,0.0,0.0,0.498
Abca16,0.0,3.0,0.0,0.0,0.0,0.821,0.0,0.0,0.0,0.0,1.2690000000000001
Abca17,0.5870000000000001,3.3369999999999997,0.0,0.0,0.581,0.912,5.0,0.621,0.536,0.0,0.625
Abca2,1.3030000000000002,4.707,4.207,1.224,1.151,1.218,1.2770000000000001,4.323,1.0590000000000002,4.348,1.419
Abca3,2.016,4.7589999999999995,1.9869999999999999,1.959,1.7519999999999998,1.354,1.6580000000000001,1.453,1.651,1.673,1.5130000000000001
Abca4,1.705,5.0,1.581,1.6340000000000001,1.614,0.982,4.285,1.219,1.617,1.7380000000000002,1.729
Abca5,1.052,3.449,0.7390000000000001,0.8909999999999999,0.833,1.157,0.948,4.19,0.685,4.263999999999999,4.123
Abca6,0.888,3.358,0.521,4.115,0.61,0.795,0.7290000000000001,0.503,0.927,0.7709999999999999,0.614
Abca7,1.837,5.0,1.4669999999999999,1.364,1.528,1.099,1.7719999999999998,3.6010000000000004,1.28,1.556,4.3260000000000005
Abca8a,0.0,4.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5489999999999999,0.0
Abca8b,1.079,4.37,0.519,0.8240000000000001,4.1819999999999995,1.2690000000000001,0.878,0.0,0.5670000000000001,0.81,0.591
Abca9,0.986,1.222,0.762,0.7170000000000001,4.169,1.0659999999999998,1.129,0.53,0.813,0.665,0.193
Abcb10,1.037,2.372,0.7190000000000001,1.112,5.0,1.422,1.764,1.153,1.5730000000000002,1.379,0.5529999999999999
Abcb11,1.959,4.6930000000000005,1.492,2.6839999999999997,1.9669999999999999,1.9040000000000001,1.9469999999999998,1.526,1.784,1.473,4.285
Abcb1a,2.591,4.829,2.511,2.634,2.452,1.53,2.114,2.124,2.4090000000000003,2.293,1.661
Abcb1b,2.207,4.806,2.16,2.356,4.412,1.858,1.811,1.546,2.064,1.755,4.274
Abcb4,1.9880000000000002,5.0,4.314,4.406000000000001,1.695,1.787,1.6640000000000001,1.179,4.329,1.3019999999999998,4.195
Abcb5,1.66,5.0,2.011,1.554,1.8619999999999999,0.52,1.6969999999999998,0.0,1.778,0.899,0.0
Abcb6,1.249,4.73,0.6890000000000001,4.212,4.39,1.2790000000000001,4.263999999999999,5.0,4.325,1.5030000000000001,4.234
Abcb7,1.206,2.55,0.764,1.4269999999999998,4.644,1.09,1.453,1.2670000000000001,1.8519999999999999,1.29,0.831
Abcb8,0.685,2.642,0.0,4.156000000000001,4.409,1.3530000000000002,1.19,0.813,1.46,1.401,0.0
Abcb9,0.8440000000000001,2.3209999999999997,0.7120000000000001,0.968,0.9790000000000001,0.831,4.2780000000000005,0.708,1.238,4.315,0.589
Abcc1,2.116,5.0,1.959,2.1590000000000003,1.9609999999999999,1.083,1.632,1.4180000000000001,1.96,1.68,1.19
Abcc10,0.0,4.2,0.0,0.0,0.0,0.0,0.601,0.0,0.0,0.0,0.0
Abcc12,0.726,3.426,0.0,0.648,4.2,1.495,1.085,0.0,0.8490000000000001,0.0,0.851
Abcc2,1.819,5.0,1.607,1.992,1.745,1.4509999999999998,1.579,1.16,1.715,1.287,1.189
Abcc3,1.639,5.0,1.46,1.879,1.5430000000000001,1.2329999999999999,1.382,0.58,1.449,0.8809999999999999,0.6
Abcc4,1.6640000000000001,3.478,1.3869999999999998,1.631,1.4169999999999998,1.234,1.568,0.97,1.5030000000000001,1.131,0.8390000000000001
Abcc5,1.699,4.744,1.5230000000000001,1.673,1.5230000000000001,1.579,1.151,1.218,1.577,1.258,0.9490000000000001
Abcc6,2.02,4.743,1.287,4.313,1.483,0.7859999999999999,1.347,0.0,1.236,0.779,0.813
Abcc8,1.879,3.952,1.486,1.7830000000000001,2.0380000000000003,0.875,1.8319999999999999,0.855,1.931,1.067,1.1179999999999999
Abcc9,1.4509999999999998,5.0,1.331,1.379,4.3839999999999995,0.981,1.57,0.0,1.584,0.807,0.705
Abcd1,0.55,2.039,0.619,0.884,4.361000000000001,4.718,4.266,0.0,1.272,4.1819999999999995,0.281
Abcd2,0.0,2.715,0.7120000000000001,0.909,4.315,4.704,0.9540000000000001,0.0,0.9159999999999999,0.0,0.0
Abcd3,1.595,1.27,1.446,1.6769999999999998,4.562,5.0,1.784,1.495,1.882,1.732,1.4340000000000002
Abcd4,0.71,3.025,0.523,0.782,1.254,5.0,5.0,0.5589999999999999,1.125,1.425,1.077
Abce1,1.172,1.3969999999999998,1.179,1.776,4.29,1.756,1.087,1.068,4.33,0.872,0.695
Abcf1,0.935,1.121,0.976,4.527,1.3659999999999999,0.698,1.077,0.0,4.452,0.523,0.578
Abcf2,0.573,0.9990000000000001,0.868,2.505,4.242,0.9420000000000001,0.9570000000000001,0.504,2.259,0.0,0.0
Abcf3,0.0,0.0,0.0,1.406,0.547,0.7509999999999999,1.185,0.68,2.657,0.605,0.0
Abcg1,2.785,4.657,1.5819999999999999,2.286,4.388999999999999,2.063,3.8360000000000003,4.396,2.042,2.116,3.628
Abcg2,2.367,5.0,2.367,4.5,3.8480000000000003,1.381,1.796,1.489,2.061,1.661,1.341
Abcg3,0.877,4.162,0.529,0.304,0.0,1.3869999999999998,0.527,0.0,0.17800000000000002,0.0,0.0
Abcg4,1.6569999999999998,3.2319999999999998,0.785,1.155,1.035,2.498,1.7990000000000002,1.3330000000000002,0.9990000000000001,1.33,1.17
Abcg5,2.326,5.0,1.246,2.012,1.7619999999999998,2.339,1.9040000000000001,1.365,1.749,1.5190000000000001,1.453
Abcg8,2.238,5.0,1.024,1.867,1.6640000000000001,2.679,1.83,1.268,1.621,1.3630000000000002,1.4240000000000002
Abhd10,0.188,0.617,0.0,0.0,4.593999999999999,0.0,0.0,0.0,4.037,0.0,0.0
Abhd11,0.512,0.0,0.0,0.0,4.571000000000001,0.0,0.0,0.0,0.562,0.0,0.0
Abhd12,1.028,5.0,0.0,0.946,3.3539999999999996,1.5719999999999998,5.0,0.0,1.268,0.7879999999999999,0.0
Abhd13,1.266,1.588,0.0,0.0,0.0,0.188,0.281,0.0,0.0,0.406,0.0
Abhd14a,2.062,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.188,1.736
Abhd14b,0.281,0.0,0.0,4.3,0.895,0.0,0.524,0.0,4.4030000000000005,0.0,0.0
Abhd15,3.0,0.35100000000000003,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.39
Abhd16a,1.055,1.6280000000000001,0.865,1.5730000000000002,1.98,0.865,0.5770000000000001,0.519,1.879,0.904,0.0
Abhd16b,2.344,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.188,1.76
Abhd17a,1.406,4.282,0.0,0.703,0.0,0.359,0.508,4.184,1.3230000000000002,0.818,0.816
Abhd17b,1.53,5.0,0.0,0.516,0.375,0.0,0.0,5.0,0.42200000000000004,0.281,0.0
Abhd17c,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8540000000000001,0.0
Abhd18,3.0,0.0,0.0,1.125,1.449,0.0,0.516,0.0,1.125,0.0,0.0
Abhd2,2.687,4.265,0.0,0.8909999999999999,0.7659999999999999,0.3,1.121,0.0,0.885,0.33,0.0
Abhd3,0.8640000000000001,0.9329999999999999,0.0,0.469,2.217,1.508,0.0,0.0,1.399,0.0,0.769
Abhd4,0.757,1.026,0.0,2.085,0.763,1.4809999999999999,0.685,0.0,2.175,1.012,0.0
Abhd5,1.733,1.656,1.327,2.73,2.045,2.591,1.85,1.203,5.0,1.483,1.296
Abhd6,2.222,5.0,0.511,1.262,5.0,1.575,1.693,5.0,1.4969999999999999,5.0,0.903
Abhd8,0.0,1.6980000000000002,0.0,1.219,0.375,0.375,0.544,0.0,1.219,0.696,0.0
Abi1,1.5,4.364,3.9360000000000004,3.9789999999999996,0.932,0.0,0.804,1.273,4.686,0.972,1.103
Abi2,1.162,1.436,4.349,2.545,0.647,0.0,0.0,0.74,4.654,0.0,0.0
Abi3,1.196,1.166,1.255,2.037,0.621,0.0,0.0,0.0,2.967,0.501,0.8590000000000001
Abi3bp,1.8769999999999998,1.879,1.073,0.607,0.0,0.32799999999999996,0.8909999999999999,0.0,0.0,0.0,0.562
Abl1,2.238,3.094,5.0,5.0,5.0,1.023,4.354,1.6269999999999998,4.718999999999999,1.764,1.5919999999999999
Abl2,1.484,5.0,5.0,3.3310000000000004,0.924,0.0,0.782,0.953,3.161,0.7609999999999999,0.835
Ablim1,1.062,1.209,5.0,3.4619999999999997,0.5760000000000001,0.0,0.0,0.0,2.7439999999999998,0.0,0.0
Ablim2,0.535,0.0,4.258,3.193,0.0,0.0,0.0,0.0,2.8110000000000004,0.0,0.0
Ablim3,0.0,0.87,4.271,3.27,0.0,0.0,0.0,0.0,2.761,0.0,0.0
Abo,5.0,0.0,0.0,0.653,0.375,0.0,0.75,0.0,0.0,0.0,5.0
Abr,0.987,5.0,1.4269999999999998,1.429,2.25,0.0,0.0,0.0,5.0,0.0,0.0
Abra,1.167,4.221,4.252,3.071,0.9179999999999999,0.0,0.504,0.0,1.992,0.0,0.0
Abracl,0.0,0.0,0.6990000000000001,1.453,0.0,0.0,0.0,0.0,2.526,0.0,0.983
Abt1,0.0,0.0,0.0,4.192,0.0,0.561,0.0,0.0,1.547,0.0,0.0
Abtb1,0.0,4.141,0.0,4.309,0.818,0.0,0.0,0.0,4.512,0.0,0.0
Abtb2,0.0,0.0,0.0,4.395,1.131,0.0,0.0,0.0,2.162,0.626,0.188
Acaa1a,1.454,1.389,1.4,1.624,4.47,5.0,1.2770000000000001,0.0,1.6469999999999998,0.93,0.622
Acaa1b,1.228,1.085,1.042,1.994,4.522,4.145,1.291,0.0,1.953,0.643,0.6
Acaa2,1.14,0.715,0.705,1.025,4.588,2.126,1.078,0.0,1.7790000000000001,0.0,0.0
Acaca,2.278,2.504,4.375,4.5969999999999995,4.503,2.1430000000000002,1.9809999999999999,1.018,5.0,1.3940000000000001,1.287
Acacb,1.671,1.421,1.129,4.343999999999999,5.0,1.736,1.8559999999999999,0.519,1.9509999999999998,0.919,0.5920000000000001
Acad10,0.813,0.608,0.0,0.98,4.669,1.3419999999999999,0.664,0.0,1.98,0.0,0.0
Acad11,0.0,0.0,0.0,4.112,4.187,3.3510000000000004,0.0,0.0,0.0,0.0,0.0
Acad12,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0
Acad8,0.593,0.0,0.0,0.32799999999999996,4.697,1.452,0.722,0.0,0.281,0.0,0.0
Acad9,0.742,0.7879999999999999,0.736,4.301,4.738,1.194,0.574,0.0,2.1830000000000003,0.5670000000000001,0.0
Acadl,1.405,1.412,1.208,1.775,5.0,2.199,1.3630000000000002,0.57,2.3369999999999997,0.723,0.0
Acadm,1.423,1.09,1.271,1.5830000000000002,5.0,2.233,1.3719999999999999,0.0,2.521,0.77,0.0
Acads,1.361,1.204,4.235,4.303999999999999,4.774,2.086,1.295,0.0,2.591,0.7340000000000001,0.62
Acadsb,1.02,0.687,0.705,1.4869999999999999,4.712,1.531,0.8809999999999999,0.0,1.8840000000000001,0.5329999999999999,0.0
Acadvl,1.44,1.3359999999999999,1.265,4.345,5.0,2.339,1.3519999999999999,0.0,4.334,0.8440000000000001,0.0
Acan,5.0,2.864,2.508,2.609,1.7819999999999998,1.083,2.451,1.2690000000000001,1.8130000000000002,1.8719999999999999,1.479
Acap1,0.8079999999999999,1.422,1.2009999999999998,2.552,0.0,0.0,0.643,3.727,2.585,1.218,1.1840000000000002
Acap2,0.7190000000000001,1.248,1.228,2.438,0.281,0.0,0.56,4.33,1.484,1.046,0.937
Acap3,0.42200000000000004,0.609,0.546,0.562,0.32799999999999996,0.32799999999999996,0.188,0.0,1.575,0.0,0.0
Acat1,1.751,1.455,1.089,1.327,4.624,1.535,1.595,1.113,1.8,1.25,1.101
Acat2,1.018,0.0,0.0,4.0,4.156000000000001,1.7080000000000002,0.904,0.0,4.0,0.0,0.0
Acat3,1.028,0.32799999999999996,0.561,0.94,1.004,1.594,0.281,0.0,0.281,0.0,0.0
Acbd3,0.809,1.245,1.06,2.8760000000000003,3.6719999999999997,0.6890000000000001,1.5119999999999998,1.3869999999999998,2.6210000000000004,1.011,4.393
Acbd4,0.281,0.6559999999999999,0.0,0.0,1.031,0.8859999999999999,1.284,0.0,1.754,0.0,0.755
Acbd5,0.8440000000000001,0.0,0.784,4.328,1.018,4.371,0.9640000000000001,0.664,2.6630000000000003,0.851,0.0
Acbd6,0.0,0.0,0.0,0.6759999999999999,0.618,0.978,0.722,0.0,2.878,0.0,0.9490000000000001
Acbd7,0.188,0.0,0.0,0.188,0.188,0.281,0.0,0.0,2.864,0.0,0.0
Accs,1.631,2.0269999999999997,1.196,2.3,2.077,1.452,1.022,0.0,2.249,0.696,0.0
Accsl,0.281,0.32799999999999996,0.0,0.8440000000000001,0.703,0.281,0.0,0.0,1.69,0.0,0.0
Acd,1.401,1.2209999999999999,1.127,4.577,0.757,0.0,0.643,0.0,2.2569999999999997,0.612,0.0
Ace,4.69,5.0,2.597,2.755,2.6010000000000004,1.926,2.545,4.338,2.5989999999999998,4.461,2.096
Ace2,4.494,5.0,1.614,2.09,1.7519999999999998,2.16,1.983,1.505,1.694,1.364,1.012
Ace3,3.359,3.2969999999999997,0.574,0.7709999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acer1,0.8370000000000001,1.788,0.0,0.963,1.026,0.217,5.0,0.0,0.945,1.301,1.419
Acer2,0.895,3.429,0.0,0.932,1.135,0.0,1.208,0.0,0.861,1.27,4.292
Acer3,1.085,3.4989999999999997,0.6459999999999999,1.032,1.008,0.0,4.244,0.991,1.115,2.841,4.273
Ache,5.0,5.0,2.187,4.46,2.258,1.177,4.647,1.6,1.962,1.683,4.325
Acin1,2.254,4.406000000000001,1.98,5.0,1.713,0.983,1.56,0.976,4.543,1.2990000000000002,1.3519999999999999
Ackr1,1.7380000000000002,3.5810000000000004,1.249,1.4380000000000002,1.178,0.0,0.9009999999999999,3.503,1.4280000000000002,1.229,0.629
Ackr2,2.187,5.0,4.28,4.383,1.014,0.5529999999999999,1.192,3.5180000000000002,4.288,1.344,0.816
Ackr3,2.031,4.757,1.629,4.349,1.0170000000000001,0.0,1.141,4.271,1.262,1.354,0.782
Ackr4,1.361,4.425,0.978,1.235,0.755,0.0,0.581,3.3169999999999997,0.82,0.632,0.0
Acly,2.122,4.434,1.6780000000000002,4.455,4.542,2.49,1.975,0.895,4.692,1.495,1.2429999999999999
Acmsd,0.375,0.0,0.8109999999999999,1.237,1.083,0.73,0.0,0.0,4.527,0.708,0.828
Acn9,0.0,0.0,0.0,0.762,4.269,0.792,0.0,0.0,0.0,0.0,0.0
Acnat1,0.0,0.0,0.0,0.375,0.469,5.0,0.0,0.0,1.875,0.0,0.0
Acnat2,0.0,0.0,2.062,0.0,0.0,4.573,0.0,0.0,0.6559999999999999,0.0,0.0
Aco1,1.7819999999999998,1.839,1.3940000000000001,1.963,4.513999999999999,1.805,4.306,1.736,5.0,1.751,4.181
Aco2,1.155,1.054,1.244,1.3730000000000002,5.0,1.23,1.324,0.0,3.71,0.725,0.0
Acot1,1.797,1.4709999999999999,1.402,2.457,4.371,3.487,1.45,0.77,4.462,0.9059999999999999,0.0
Acot10,0.0,0.0,0.0,0.938,4.535,1.168,0.0,0.0,0.593,0.0,0.0
Acot11,1.3090000000000002,1.105,1.097,2.463,4.456,1.203,1.114,0.0,4.629,0.695,0.6920000000000001
Acot12,0.634,0.0,0.0,1.406,1.364,1.574,0.0,0.0,4.418,0.0,0.0
Acot13,1.079,1.994,3.3819999999999997,3.4939999999999998,5.0,1.163,0.8290000000000001,0.0,4.235,0.0,0.0
Acot2,1.189,0.7929999999999999,1.0190000000000001,1.245,4.421,2.739,1.012,0.0,1.4569999999999999,0.0,0.0
Acot3,0.993,0.0,0.0,1.364,2.602,5.0,1.0170000000000001,0.0,5.0,0.0,0.0
Acot4,0.752,0.8690000000000001,0.0,1.771,1.857,4.696000000000001,0.848,0.0,2.291,0.627,0.0
Acot5,0.677,0.0,1.3119999999999998,0.8440000000000001,1.046,5.0,0.826,0.0,5.0,0.0,0.0
Acot6,0.0,0.0,0.469,0.9840000000000001,1.4809999999999999,4.593,0.655,0.0,1.732,0.0,0.0
Acot7,1.4380000000000002,1.36,1.2830000000000001,4.31,2.379,1.538,1.038,0.0,5.0,0.627,0.0
Acot8,0.579,0.639,0.5870000000000001,0.889,4.261,4.687,0.828,0.0,1.124,0.0,0.0
Acot9,0.0,0.0,0.0,1.381,4.595,1.278,0.584,0.0,0.9129999999999999,0.0,0.0
