gene,Extracellular region,Plasma membrane,Cytoskeleton,Nucleus,Mitochondrion,Peroxisome,Endoplasmic reticulum,Endosome,Cytosol,Lysosome,Golgi apparatus
LMNB2,1.881,2.017,3.6919999999999997,5.0,1.909,0.899,2.154,1.337,2.911,1.359,1.399
LMNTD1,0.0,0.0,3.2689999999999997,3.448,0.0,0.0,0.0,0.0,0.6559999999999999,0.0,0.0
LMNTD2,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,1.406,0.0,0.0
LMO1,1.099,1.5590000000000002,1.18,4.7010000000000005,0.7929999999999999,0.0,0.547,0.0,2.2880000000000003,0.0,0.8809999999999999
LMO2,1.719,2.002,1.672,4.766,1.15,0.0,0.877,0.591,2.766,0.897,0.539
LMO3,1.187,0.937,1.23,1.4869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO4,0.765,0.812,0.555,3.477,0.0,0.0,0.9490000000000001,0.0,1.4909999999999999,0.0,0.0
LMO7,1.261,4.308,3.0060000000000002,5.0,0.833,0.0,1.065,0.0,4.729,0.0,0.0
LMO7DN,0.8440000000000001,0.0,0.0,1.125,0.0,0.0,0.0,0.0,1.492,0.0,0.0
LMOD1,1.429,1.715,4.3919999999999995,3.2289999999999996,1.081,0.608,1.074,0.8490000000000001,4.5569999999999995,0.561,0.7340000000000001
LMOD2,0.826,0.987,5.0,2.405,1.4769999999999999,0.0,0.9440000000000001,0.0,2.471,0.0,0.0
LMOD3,0.0,0.0,5.0,1.979,0.281,0.281,0.0,0.0,1.922,0.0,0.0
LMTK2,2.113,4.34,2.946,2.721,0.6509999999999999,0.0,1.2770000000000001,5.0,3.3480000000000003,0.94,5.0
LMTK3,0.885,3.2230000000000003,0.573,1.202,0.0,0.0,0.516,0.579,0.0,0.188,3.15
LMX1A,1.7309999999999999,1.626,1.869,4.69,1.4909999999999999,0.0,0.644,0.5429999999999999,2.142,1.073,2.844
LMX1B,1.986,1.685,1.7919999999999998,5.0,1.506,0.0,0.983,0.782,2.3169999999999997,1.297,0.0
LNP1,1.2790000000000001,1.3130000000000002,1.165,3.6919999999999997,1.063,0.0,0.802,1.055,3.062,1.2329999999999999,0.0
LNPEP,5.0,4.431,1.238,1.808,1.5319999999999998,0.562,2.001,4.355,4.492,4.254,1.541
LNX1,1.482,1.715,1.518,3.638,1.064,0.0,0.919,1.251,2.129,1.281,0.915
LNX2,1.7109999999999999,2.772,1.706,3.65,1.169,0.5760000000000001,0.912,0.0,3.5860000000000003,0.736,0.873
LOC388210,0.094,0.0,0.0,1.5,0.094,0.5770000000000001,0.094,0.0,1.453,0.094,0.094
LOC388813,0.0,0.0,0.0,2.424,0.188,0.0,0.0,0.0,0.8440000000000001,0.0,0.0
LOC388849,0.0,0.32799999999999996,0.0,0.516,0.804,0.6559999999999999,0.578,0.0,0.75,0.0,0.0
LOC389831,2.24,0.0,0.0,0.188,0.375,0.188,0.188,0.0,0.938,0.0,0.188
LOC644070,0.8440000000000001,3.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC649330,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC728763,0.0,0.0,0.0,2.421,0.0,0.281,0.0,0.0,1.406,0.0,0.0
LOC81691,4.111000000000001,0.0,0.782,4.63,0.0,0.0,0.0,0.0,1.99,0.0,0.0
LOC93432,1.229,1.2930000000000001,0.0,0.0,0.8290000000000001,0.0,0.774,0.0,0.971,1.406,0.62
LOH12CR1,0.0,1.473,0.956,1.5,0.0,0.0,0.0,0.7879999999999999,5.0,4.246,0.0
LONP1,1.245,1.275,1.355,4.412,5.0,2.214,1.507,0.0,4.67,1.2770000000000001,0.691
LONP2,0.6940000000000001,0.885,0.943,3.049,3.2039999999999997,5.0,1.3730000000000002,0.0,4.355,0.96,0.524
LONRF1,0.0,1.7590000000000001,1.6230000000000002,3.148,0.647,0.0,0.0,0.0,4.565,0.0,0.0
LONRF2,0.0,0.0,0.0,2.6719999999999997,0.0,0.0,0.0,0.0,1.547,0.0,0.0
LONRF3,0.0,1.771,0.0,3.615,0.0,0.0,0.0,0.0,1.594,0.0,0.0
LOR,2.912,5.0,2.237,5.0,1.079,1.171,1.081,0.7829999999999999,4.444,0.762,0.912
LOX,5.0,2.85,2.677,4.12,2.524,2.144,2.207,1.729,3.1910000000000003,2.053,1.847
LOXHD1,1.141,0.9440000000000001,0.929,1.5319999999999998,1.129,0.0,0.7659999999999999,0.0,2.7089999999999996,0.0,0.0
LOXL1,5.0,1.8159999999999998,1.591,1.554,1.328,0.188,1.579,0.61,1.328,1.422,1.072
LOXL1-AS1,0.0,0.0,0.685,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOXL2,5.0,2.65,1.946,5.0,1.401,0.807,5.0,0.92,1.746,0.879,0.733
LOXL3,5.0,1.3430000000000002,1.2,5.0,0.0,0.0,0.8220000000000001,0.0,0.706,0.84,0.0
LOXL4,4.711,1.761,1.381,1.423,0.8340000000000001,0.281,0.937,0.0,0.8270000000000001,0.0,0.0
LPA,4.8389999999999995,2.334,1.703,2.18,1.896,1.598,1.743,1.2109999999999999,2.5780000000000003,1.639,1.151
LPAR1,2.274,5.0,2.002,2.952,1.347,0.65,1.321,5.0,1.565,0.748,0.83
LPAR2,1.972,4.771,1.829,1.703,1.169,0.792,1.038,0.777,1.3630000000000002,0.0,0.0
LPAR3,2.0140000000000002,5.0,1.73,1.7169999999999999,1.123,0.0,1.161,0.0,1.3019999999999998,0.0,0.0
LPAR4,1.7819999999999998,5.0,1.5630000000000002,4.289,0.925,0.0,0.917,0.0,1.084,0.0,0.0
LPAR5,1.715,5.0,1.5619999999999998,1.305,0.763,0.0,0.597,0.0,1.047,0.0,0.0
LPAR6,1.578,5.0,1.409,1.255,0.8370000000000001,0.0,0.568,0.0,0.682,0.0,0.0
LPCAT1,1.555,4.41,1.079,2.635,2.54,1.584,5.0,0.546,2.738,4.198,4.268
LPCAT2,1.5419999999999998,2.767,0.32799999999999996,1.046,2.5380000000000003,1.238,5.0,0.614,2.151,0.903,4.144
LPCAT3,1.791,1.713,1.077,1.6059999999999999,1.579,1.444,4.388999999999999,0.893,1.7530000000000001,1.22,1.22
LPCAT4,0.0,3.207,0.0,0.0,0.721,0.0,5.0,0.55,2.042,0.0,0.0
LPGAT1,1.301,1.972,0.747,2.424,1.919,0.879,4.37,0.0,2.234,0.0,0.26899999999999996
LPHN1,1.7009999999999998,4.7139999999999995,1.248,1.248,0.5579999999999999,0.0,1.824,1.025,1.327,0.784,1.733
LPHN2,1.555,4.475,1.253,1.364,0.593,0.0,1.5130000000000001,0.7659999999999999,1.256,0.748,1.577
LPHN3,1.945,5.0,1.7409999999999999,1.956,1.751,0.0,1.874,1.09,1.714,1.266,1.072
LPHN3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649
LPIN1,2.315,1.8359999999999999,1.4869999999999999,4.769,3.9560000000000004,1.984,4.454,1.296,4.112,1.609,1.3630000000000002
LPIN2,1.673,2.5780000000000003,2.126,4.345,1.661,1.485,3.7439999999999998,0.601,4.513999999999999,1.031,1.085
LPIN3,1.262,1.443,1.01,4.24,1.42,1.183,4.37,0.648,3.321,0.805,1.032
LPL,5.0,3.949,2.006,2.4330000000000003,2.7239999999999998,2.964,2.4290000000000003,1.65,2.6839999999999997,2.065,1.6909999999999998
LPO,5.0,5.0,1.375,1.365,1.278,1.226,1.77,0.8290000000000001,1.4509999999999998,2.483,1.101
LPP,2.02,5.0,3.765,5.0,1.334,1.0490000000000002,1.35,0.8490000000000001,4.827,0.894,1.114
LPPR1,0.0,4.215,0.636,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPPR2,0.0,4.202,0.0,2.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPPR3,0.8109999999999999,3.705,0.595,0.9359999999999999,0.536,0.0,0.0,0.0,0.0,0.0,0.0
LPPR4,0.858,4.1930000000000005,0.505,2.188,0.0,0.0,0.0,0.0,0.505,0.0,0.0
LPPR5,0.0,4.7330000000000005,1.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPXN,2.421,5.0,5.0,5.0,0.674,0.753,0.546,0.0,4.772,0.7170000000000001,0.0
LRAT,2.7460000000000004,2.234,1.5519999999999998,1.6369999999999998,1.412,1.7619999999999998,4.297,4.1339999999999995,1.4580000000000002,1.245,0.733
LRBA,2.123,4.603,1.79,3.134,1.78,1.105,3.745,1.4340000000000002,4.2330000000000005,3.628,4.15
LRCH1,0.0,2.952,1.929,1.431,0.84,0.0,0.852,0.0,2.6310000000000002,0.0,0.0
LRCH2,0.0,1.902,0.0,2.9930000000000003,0.0,0.0,0.0,0.0,2.307,0.0,0.0
LRCH3,0.562,0.711,0.813,0.6559999999999999,0.23399999999999999,0.797,0.0,0.504,4.673,0.0,0.0
LRCH4,1.557,1.077,1.245,5.0,0.9790000000000001,0.469,1.044,0.7509999999999999,2.512,0.0,0.281
LRCOL1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRFN1,1.103,4.656000000000001,0.757,2.531,0.188,0.0,0.0,0.0,0.0,0.0,0.0
LRFN2,2.271,4.659,0.914,0.758,0.0,0.0,0.7440000000000001,0.0,0.0,0.0,0.0
LRFN3,1.5390000000000001,4.6419999999999995,1.253,0.0,0.0,0.0,0.8909999999999999,0.0,0.562,0.0,0.609
LRFN4,1.406,4.65,0.7959999999999999,0.0,0.0,0.281,0.469,0.0,0.0,0.281,0.281
LRFN5,1.12,4.282,0.907,0.0,0.0,0.375,1.3119999999999998,0.0,0.0,0.0,0.0
LRG1,5.0,2.016,1.21,2.374,0.912,0.0,0.852,0.6629999999999999,2.306,1.26,1.33
LRGUK,0.0,0.0,4.154,1.974,2.438,0.0,0.0,0.0,4.448,0.0,0.0
LRIF1,0.0,0.0,4.41,5.0,0.8759999999999999,0.0,0.0,0.0,1.5,0.0,0.0
LRIG1,4.002,4.717,1.544,1.8619999999999999,0.991,0.0,1.4809999999999999,1.138,2.995,1.507,0.562
LRIG2,3.445,4.292,0.725,2.21,0.0,0.0,0.612,0.608,0.86,0.9470000000000001,1.4409999999999998
LRIG3,4.446000000000001,4.208,0.9470000000000001,1.109,0.0,0.469,0.589,0.731,2.6860000000000004,0.956,0.188
LRIT1,1.125,2.63,0.0,0.0,0.281,0.469,4.0,0.0,0.0,0.562,0.281
LRIT2,2.156,2.792,0.0,0.0,0.0,0.0,0.469,0.0,0.0,0.375,0.0
LRIT3,0.7290000000000001,2.074,0.705,1.915,1.848,0.42200000000000004,3.2760000000000002,0.0,1.915,0.0,0.188
LRMP,0.9229999999999999,4.276,3.495,3.923,0.858,0.281,4.283,0.0,1.656,4.0,0.188
LRP1,3.346,5.0,3.859,5.0,1.926,1.178,2.432,4.458,3.0580000000000003,4.466,3.719
LRP10,2.465,3.3810000000000002,0.777,0.94,0.904,0.0,0.574,1.329,1.0859999999999999,1.301,1.358
LRP11,1.6119999999999999,4.265,0.7859999999999999,0.725,1.3519999999999999,0.609,0.7859999999999999,1.13,1.092,0.9540000000000001,0.8740000000000001
LRP12,2.224,5.0,0.657,2.069,2.032,0.0,0.733,0.831,0.905,0.623,0.615
LRP1B,1.796,2.885,1.254,1.9569999999999999,1.158,0.375,1.6230000000000002,1.341,0.996,1.247,1.29
LRP2,4.513,5.0,2.063,2.048,2.927,1.157,3.327,3.9760000000000004,2.021,4.513,3.052
LRP2BP,0.281,0.0,0.0,1.172,0.469,0.281,0.0,0.505,1.875,0.0,0.0
LRP3,2.7089999999999996,3.057,0.7140000000000001,0.743,0.546,0.375,0.0,1.306,1.367,0.919,0.7909999999999999
LRP4,2.577,4.707,1.406,2.457,2.342,0.7759999999999999,1.382,1.252,2.535,1.348,1.114
LRP5,2.775,4.835,2.138,3.5839999999999996,1.679,1.265,4.113,1.561,2.279,1.548,1.3019999999999998
LRP5L,0.188,3.28,0.0,2.475,0.188,0.188,0.0,0.0,2.1,0.0,0.0
LRP6,4.492,4.809,2.1919999999999997,2.61,1.6469999999999998,0.733,3.719,4.362,2.164,1.8880000000000001,1.4680000000000002
LRP8,4.164,4.761,3.2060000000000004,1.851,1.827,0.68,2.302,1.868,1.61,1.886,1.9780000000000002
LRPAP1,4.636,5.0,2.148,1.942,1.676,0.743,5.0,5.0,1.959,1.87,5.0
LRPPRC,0.8240000000000001,0.902,5.0,5.0,5.0,0.841,1.093,0.525,2.658,0.7709999999999999,0.0
LRR1,1.69,1.315,1.295,2.207,0.799,0.0,0.768,1.1320000000000001,4.546,0.89,0.0
LRRC1,1.103,3.411,0.905,1.204,0.929,0.0,0.0,0.612,4.468999999999999,0.0,0.0
LRRC10,1.045,0.977,3.333,4.006,2.394,0.75,0.992,0.0,2.161,0.0,0.0
LRRC10B,1.5,0.75,0.0,1.527,0.0,0.0,0.0,0.0,0.8909999999999999,0.0,0.0
LRRC14,0.0,2.09,1.462,2.127,1.031,0.0,0.0,0.0,2.575,0.0,0.368
LRRC14B,0.75,0.0,0.0,0.8440000000000001,0.469,0.5479999999999999,0.0,0.0,0.8440000000000001,0.0,0.0
LRRC15,4.417,2.506,1.568,1.865,2.2159999999999997,0.7190000000000001,1.69,0.573,1.631,0.5479999999999999,1.673
LRRC16A,4.181,5.0,4.376,4.496,0.0,0.0,0.0,5.0,4.685,0.0,0.0
LRRC16B,0.0,5.0,1.123,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC17,4.32,2.1519999999999997,0.909,2.115,0.0,0.0,1.219,0.0,1.4409999999999998,0.0,0.75
LRRC18,0.0,0.0,0.0,1.8559999999999999,0.281,0.0,0.0,0.0,1.406,0.0,0.281
LRRC19,0.82,4.083,0.0,0.0,0.523,0.281,0.0,0.741,0.605,0.0,0.0
LRRC2,0.469,0.0,0.0,2.6060000000000003,0.516,0.0,0.469,0.0,2.497,0.0,0.5
LRRC20,0.0,0.0,0.0,2.792,0.0,0.281,0.0,0.0,3.008,0.0,0.0
LRRC23,0.0,1.415,0.5529999999999999,3.255,0.0,0.375,0.0,0.0,3.75,0.0,0.0
LRRC24,3.279,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC25,3.339,3.083,0.929,1.368,1.204,0.0,0.5660000000000001,0.0,1.2770000000000001,0.8009999999999999,0.838
LRRC26,4.643,5.0,5.0,0.8390000000000001,0.773,0.0,1.021,0.0,0.988,0.0,0.188
LRRC27,0.0,0.0,0.0,3.326,0.0,0.0,0.0,0.0,1.5,0.0,1.456
LRRC28,0.841,0.0,0.0,1.359,0.0,0.257,0.0,0.0,2.109,0.0,1.4409999999999998
LRRC29,0.8440000000000001,0.0,0.0,2.6069999999999998,0.0,0.0,0.0,0.0,1.266,0.0,0.0
LRRC3,1.7719999999999998,2.331,0.0,1.016,0.53,0.0,0.0,0.0,1.886,0.91,0.188
LRRC30,1.249,0.0,0.0,2.0340000000000003,0.469,0.0,0.0,0.0,0.6559999999999999,0.0,0.0
LRRC31,0.0,0.0,0.0,2.037,0.0,0.0,0.0,0.0,1.5,0.0,0.0
LRRC32,4.2410000000000005,4.323,0.915,4.271,0.551,0.188,0.7909999999999999,0.0,0.534,0.562,2.6210000000000004
LRRC34,0.0,0.0,1.584,3.3819999999999997,2.108,0.281,0.0,0.0,1.607,0.0,0.0
LRRC36,0.0,0.0,0.0,2.812,0.0,0.0,0.0,0.0,1.594,0.0,0.0
LRRC37A,1.26,2.228,0.0,0.7040000000000001,0.703,1.3119999999999998,0.0,0.0,0.6559999999999999,0.0,0.775
LRRC37A2,0.75,2.228,0.0,0.727,0.188,1.125,0.0,0.0,0.0,0.0,0.0
LRRC37A3,1.237,2.4530000000000003,0.0,1.1520000000000001,0.188,0.8440000000000001,0.0,0.0,0.188,0.0,0.188
LRRC37B,0.6559999999999999,2.334,0.0,0.0,0.0,1.781,0.0,0.0,1.895,0.0,0.0
LRRC38,0.986,5.0,0.0,2.363,2.219,0.0,1.093,0.0,0.75,0.0,0.0
LRRC39,0.0,0.0,0.866,2.54,0.281,0.0,0.609,0.0,3.003,0.0,0.0
LRRC3B,3.375,2.234,0.517,0.0,0.0,0.0,0.281,0.0,0.0,0.0,0.0
LRRC3C,3.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC4,1.922,3.9989999999999997,1.222,1.062,0.965,0.0,0.8440000000000001,0.0,0.509,0.469,0.0
LRRC40,0.0,0.0,0.0,2.572,0.0,0.0,0.0,0.0,2.016,0.0,0.0
LRRC41,0.0,0.0,0.0,4.538,0.0,0.483,0.0,0.0,4.319,0.0,0.0
LRRC42,0.0,0.0,0.0,3.201,0.0,0.0,0.0,0.0,2.6289999999999996,0.0,0.0
LRRC43,0.0,0.42200000000000004,0.0,1.062,0.6409999999999999,0.375,0.0,0.0,1.125,0.0,0.0
LRRC45,0.0,4.306,5.0,4.5280000000000005,0.0,0.281,0.0,0.0,4.601,0.0,0.797
LRRC46,0.0,0.0,0.0,1.183,0.281,0.0,0.0,0.0,3.133,0.188,0.0
LRRC47,0.0,0.0,0.537,3.428,0.0,0.0,0.623,0.0,3.2939999999999996,0.0,0.0
LRRC48,0.0,0.0,5.0,0.342,0.0,0.0,0.0,0.0,0.6559999999999999,0.0,0.0
LRRC49,0.0,0.0,5.0,1.355,1.125,0.0,0.0,0.0,1.125,0.0,0.0
LRRC4B,1.821,4.558,1.04,0.525,1.355,0.0,0.0,0.0,1.114,0.375,0.0
LRRC4C,4.301,4.056,1.304,1.4240000000000002,0.701,0.0,0.0,0.0,0.871,0.0,0.562
LRRC52,1.476,5.0,0.515,0.0,0.0,0.0,0.721,0.0,0.8859999999999999,0.0,0.0
LRRC53,0.469,2.114,0.469,0.469,0.0,0.562,0.0,0.0,0.0,0.0,0.0
LRRC55,1.284,5.0,0.626,0.0,0.961,0.0,1.307,0.0,0.75,0.0,0.375
LRRC56,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,1.594,0.0,0.0
LRRC57,4.056,0.0,0.0,1.359,1.662,0.0,0.0,0.0,2.6039999999999996,0.0,0.188
LRRC58,0.281,0.0,0.0,1.875,0.0,0.0,0.0,0.0,2.734,0.0,0.0
LRRC59,0.6779999999999999,0.5489999999999999,0.6990000000000001,5.0,4.319,1.188,5.0,1.041,2.176,0.871,0.8190000000000001
LRRC6,2.5380000000000003,1.022,1.6840000000000002,2.314,0.9329999999999999,0.0,0.0,0.0,0.875,0.0,0.0
LRRC61,0.8440000000000001,0.0,0.0,2.345,0.0,0.0,0.0,0.0,1.172,0.0,0.0
LRRC63,0.0,0.188,0.0,0.797,1.031,0.188,0.188,0.0,0.8440000000000001,0.0,1.714
LRRC66,1.359,2.391,0.0,0.0,0.769,0.0,0.502,0.0,0.0,0.0,0.0
LRRC69,0.0,1.5319999999999998,0.0,1.219,1.8159999999999998,0.0,0.0,0.0,1.875,0.0,0.0
LRRC7,4.249,4.543,4.515,4.4719999999999995,2.575,0.0,1.158,0.5660000000000001,4.74,0.524,0.0
LRRC70,0.0,5.0,0.0,0.0,0.0,0.0,0.938,0.0,0.0,0.0,0.0
LRRC71,0.0,1.86,0.0,3.3560000000000003,0.0,0.0,0.0,0.0,2.802,0.0,0.0
LRRC72,0.0,0.0,0.0,1.781,0.469,0.0,0.0,0.0,0.75,0.0,0.0
LRRC73,0.469,0.0,0.0,1.453,0.0,0.21,0.0,0.0,2.7119999999999997,0.0,0.0
LRRC74A,0.0,0.0,0.0,1.172,0.469,0.0,0.0,0.0,1.453,0.0,0.0
LRRC74B,0.8440000000000001,0.0,0.0,1.3119999999999998,0.0,0.0,0.0,0.0,1.3119999999999998,0.0,0.0
LRRC75A,0.0,0.0,0.0,2.806,0.938,0.0,0.0,0.0,1.5919999999999999,0.0,0.0
LRRC75A-AS1,0.0,0.0,0.0,0.557,0.5670000000000001,0.0,0.0,0.0,0.0,0.0,0.0
LRRC75B,0.6559999999999999,0.0,0.0,1.172,0.469,0.0,0.0,0.0,0.938,0.0,0.0
LRRC8A,1.548,5.0,1.064,2.255,0.915,0.094,1.071,0.0,1.3619999999999999,0.9109999999999999,0.094
LRRC8B,1.109,5.0,0.0,0.0,0.0,0.0,3.286,0.0,0.746,0.0,0.0
LRRC8C,1.078,5.0,0.0,0.7190000000000001,0.0,0.281,3.395,0.0,0.669,0.0,1.956
LRRC8D,1.042,5.0,0.7809999999999999,2.9210000000000003,1.8630000000000002,0.281,3.112,0.0,0.988,0.0,0.0
LRRC8E,1.196,5.0,0.0,0.688,0.094,0.182,3.24,0.0,0.8240000000000001,0.0,0.094
LRRC9,0.0,0.0,0.0,1.3119999999999998,0.0,0.281,0.0,0.0,1.359,0.0,0.0
LRRCC1,0.0,0.0,5.0,2.399,0.0,0.281,0.0,0.0,2.878,0.0,0.0
LRRD1,0.0,0.9059999999999999,0.0,1.328,0.0,0.953,0.0,0.0,1.641,0.0,0.8909999999999999
LRRFIP1,1.386,4.558,4.263999999999999,5.0,1.328,0.6759999999999999,1.33,1.78,4.756,1.203,1.082
LRRFIP2,0.835,2.344,2.32,3.031,0.594,0.0,0.584,0.774,1.49,0.521,0.728
LRRIQ1,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,1.031,0.0,0.0
LRRIQ3,0.0,1.774,0.0,0.981,0.0,0.0,0.0,0.0,2.438,0.0,0.0
LRRIQ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.252,0.0,0.0
LRRK1,0.968,1.195,1.4180000000000001,2.338,4.547,0.375,0.743,1.665,4.622,1.642,1.088
LRRK2,4.4239999999999995,4.425,2.3930000000000002,4.743,5.0,1.3319999999999999,5.0,4.475,4.534,4.546,4.418
LRRN1,3.8,3.2569999999999997,1.163,0.975,0.642,0.281,0.375,0.0,1.895,0.281,0.0
LRRN2,3.425,3.065,0.512,0.612,0.0,0.54,0.469,0.0,0.536,0.6559999999999999,0.469
LRRN3,1.466,2.975,0.519,0.809,1.054,1.875,0.281,0.0,0.0,0.0,0.188
LRRN4,4.169,3.4219999999999997,0.0,0.0,0.8440000000000001,0.0,0.0,0.5539999999999999,0.0,0.375,0.0
LRRN4CL,2.062,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRTM1,3.633,4.593,0.8290000000000001,0.997,0.584,0.281,5.0,0.0,0.0,0.188,0.0
LRRTM2,1.962,4.407,1.061,0.986,0.9209999999999999,1.266,0.937,0.0,1.275,0.0,0.5720000000000001
LRRTM3,3.785,3.612,0.5529999999999999,0.8079999999999999,0.0,0.188,0.281,0.0,0.0,0.188,0.188
LRRTM4,3.78,3.9419999999999997,0.6970000000000001,0.804,0.0,0.0,0.75,0.0,0.0,0.0,1.262
LRSAM1,0.731,1.1540000000000001,1.204,2.509,1.251,0.706,0.965,1.754,4.672,1.7469999999999999,1.065
LRTM1,1.406,2.986,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRTM2,0.86,1.6680000000000001,0.0,0.469,0.75,0.469,0.375,0.0,0.469,0.0,0.0
LRTOMT,0.281,4.2989999999999995,1.13,1.198,1.514,0.516,3.0,0.0,0.638,0.0,0.0
LRWD1,0.0,0.0,3.383,5.0,0.938,0.196,0.0,0.0,2.5380000000000003,0.0,0.0
LSAMP,4.431,5.0,1.328,1.3359999999999999,0.8490000000000001,0.0,0.0,0.669,4.147,0.375,0.0
LSG1,0.569,0.0,0.52,5.0,2.218,0.0,5.0,0.0,4.539,0.0,0.0
LSINCT5,0.8059999999999999,0.0,0.575,1.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM1,1.6780000000000002,1.028,1.337,5.0,1.226,0.0,1.18,0.5539999999999999,4.772,0.0,0.0
LSM10,1.499,0.727,0.6629999999999999,5.0,1.325,0.0,0.0,0.0,0.8909999999999999,0.0,0.0
LSM11,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.6880000000000002,0.0,0.0
LSM12,0.818,0.0,0.852,2.31,0.0,0.0,0.0,0.0,3.114,0.0,0.0
LSM14A,0.804,0.7190000000000001,1.09,1.6030000000000002,0.937,0.0,0.7929999999999999,0.5670000000000001,4.247,0.0,0.0
LSM14B,0.0,0.0,0.795,3.346,0.375,0.0,0.0,0.0,2.167,0.0,0.0
LSM2,1.361,0.738,0.888,5.0,1.043,0.0,0.0,0.5670000000000001,4.548,0.0,0.0
LSM3,1.3730000000000002,0.6829999999999999,2.454,5.0,1.025,0.0,0.0,0.542,4.216,0.0,0.0
LSM4,1.561,2.234,1.413,5.0,1.307,0.0,1.061,0.0,4.543,0.634,0.907
LSM5,2.594,2.336,2.458,5.0,1.9,0.887,1.8619999999999999,1.801,4.602,1.715,1.631
LSM6,0.823,0.515,1.99,5.0,1.298,0.281,0.0,0.0,4.501,0.0,0.0
LSM7,1.409,1.237,1.4669999999999999,5.0,2.354,0.0,0.8370000000000001,0.615,4.398,0.7390000000000001,0.621
LSM8,0.716,0.0,0.643,5.0,1.163,0.0,0.899,0.0,3.111,0.0,0.0
LSMEM1,0.375,2.383,0.0,0.8909999999999999,0.375,0.0,0.0,0.0,4.666,0.0,0.0
LSMEM2,0.469,1.964,0.0,0.6559999999999999,0.0,0.469,0.0,0.0,0.7190000000000001,0.0,0.0
LSP1,4.316,5.0,4.361000000000001,3.091,1.105,0.0,0.858,1.129,1.829,1.079,0.887
LSR,4.553999999999999,4.431,2.411,3.779,2.448,1.073,2.301,2.201,3.591,2.19,1.7719999999999998
LSS,2.03,1.9580000000000002,1.814,2.92,2.1,1.614,4.359,1.19,3.484,1.391,1.245
LST1,3.1919999999999997,1.056,0.922,2.113,0.664,0.0,0.0,0.569,1.004,0.52,5.0
LTA,5.0,4.351,1.354,1.946,1.304,0.0,1.155,0.9079999999999999,1.546,1.34,0.687
LTA4H,4.453,2.019,1.521,4.747,1.7269999999999999,1.442,1.416,0.94,4.851,1.5,0.7509999999999999
LTB,4.159,4.62,1.208,1.8030000000000002,1.314,0.406,1.294,0.9329999999999999,1.663,0.904,0.757
LTB4R,2.156,5.0,1.547,2.142,1.452,1.167,1.609,1.209,1.824,1.585,0.9670000000000001
LTB4R2,1.595,5.0,1.061,4.325,0.8390000000000001,0.7340000000000001,0.9009999999999999,0.0,1.361,0.927,0.519
LTBP1,5.0,2.3609999999999998,1.693,2.6039999999999996,1.72,0.514,4.262,0.56,2.531,0.691,1.2990000000000002
LTBP2,4.5889999999999995,2.94,1.54,1.699,2.048,0.0,1.079,0.0,1.6909999999999998,1.062,0.898
LTBP3,5.0,3.5410000000000004,1.431,1.525,0.945,0.0,1.3969999999999998,0.0,0.9259999999999999,0.736,0.9570000000000001
LTBP4,5.0,2.77,1.3619999999999999,1.409,0.914,0.188,1.36,0.0,0.664,0.755,1.4669999999999999
LTBR,2.7030000000000003,4.664,1.262,2.053,1.264,0.281,1.14,0.972,1.729,0.89,4.306
LTC4S,2.656,2.5269999999999997,0.905,5.0,1.0390000000000001,0.643,5.0,0.0,1.545,0.524,0.765
LTF,5.0,2.727,1.7830000000000001,5.0,1.662,0.7559999999999999,1.6130000000000002,1.65,2.0780000000000003,1.8119999999999998,1.8119999999999998
LTK,2.4090000000000003,4.498,0.759,0.8590000000000001,0.359,0.375,0.7440000000000001,0.0,0.0,0.281,0.0
LTN1,1.01,0.0,0.7959999999999999,3.125,2.25,0.0,1.411,0.648,4.516,1.028,0.588
LTV1,0.7979999999999999,0.948,0.701,4.829,0.6459999999999999,0.0,0.579,1.246,4.755,0.0,0.0
LUC7L,0.522,0.0,0.0,4.382,0.0,0.0,0.0,0.0,2.167,0.0,0.0
LUC7L2,0.0,0.652,0.0,4.2860000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
