gene,Extracellular region,Plasma membrane,Cytoskeleton,Nucleus,Mitochondrion,Peroxisome,Endoplasmic reticulum,Endosome,Cytosol,Lysosome,Golgi apparatus
18S_rRNA,2.6710000000000003,2.495,2.7119999999999997,3.077,2.8819999999999997,1.784,2.1430000000000002,1.6469999999999998,2.6060000000000003,1.849,1.855
28S_rRNA,1.8659999999999999,1.651,1.965,2.6830000000000003,2.648,0.72,1.7690000000000001,1.463,2.0909999999999997,1.2690000000000001,1.621
45S_rRNA,0.552,0.0,0.7979999999999999,1.976,1.015,0.0,0.0,0.0,0.934,0.0,0.0
5S_rRNA,1.681,1.3769999999999998,1.659,2.556,2.21,0.69,1.079,0.621,2.1069999999999998,0.0,2.104
7SK,1.189,1.208,1.351,2.582,1.183,0.0,0.898,0.629,1.082,0.0,0.0
A1BG,5.0,3.113,1.761,1.794,1.459,0.7140000000000001,1.974,0.977,1.6640000000000001,1.6,1.001
A1CF,1.161,0.0,0.792,5.0,0.745,0.0,3.208,0.0,1.232,0.0,0.0
A2M,4.796,2.54,1.819,2.847,1.676,0.8059999999999999,1.681,1.636,4.561,2.0540000000000003,1.521
A2ML1,5.0,2.289,0.9079999999999999,1.3840000000000001,0.8640000000000001,0.0,0.141,0.0,0.516,0.0,0.141
A3GALT2,0.696,0.84,0.0,0.758,0.0,0.888,0.768,1.3230000000000002,0.0,1.7619999999999998,3.5469999999999997
A4GALT,1.66,2.08,1.416,1.821,2.576,1.141,1.7269999999999999,1.103,2.225,1.091,5.0
A4GNT,2.825,0.281,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.281,4.613
AAAS,1.749,1.979,5.0,5.0,1.423,0.188,1.365,1.113,4.626,1.2690000000000001,0.875
AACS,1.561,1.5190000000000001,1.33,2.588,1.9580000000000002,2.182,1.334,0.731,4.552,0.841,0.605
AACT,5.0,1.745,2.407,5.0,1.617,1.1159999999999999,1.6469999999999998,0.805,1.881,4.343,1.242
AADAC,2.444,0.643,0.0,0.889,1.109,1.185,5.0,0.0,1.2890000000000001,0.871,2.02
AADACL2,5.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0
AADACL3,0.0,0.0,0.0,0.0,0.0,0.0,0.392,0.0,0.0,0.0,0.426
AADACL4,0.0,0.315,0.0,0.0,0.0,0.6629999999999999,0.0,0.0,0.0,0.0,0.33899999999999997
AADAT,1.636,2.705,1.3730000000000002,1.396,4.54,0.907,0.0,0.0,1.198,0.0,0.0
AAED1,0.732,0.0,0.0,1.484,0.9209999999999999,0.75,0.0,0.0,1.484,0.0,0.0
AAGAB,2.25,0.0,0.0,4.356,0.375,0.0,0.18,0.0,4.355,0.0,0.5760000000000001
AAK1,1.0490000000000002,4.575,1.3730000000000002,4.083,2.135,0.0,0.895,1.6980000000000002,4.766,1.215,1.483
AAMDC,0.375,0.0,0.52,3.016,1.3030000000000002,0.375,0.375,0.0,2.452,0.0,0.0
AAMP,4.317,5.0,4.223,2.08,0.8959999999999999,0.0,0.0,0.0,4.388999999999999,0.0,0.0
AANAT,2.2680000000000002,1.886,1.4980000000000002,2.6010000000000004,1.95,0.293,1.255,1.1640000000000001,4.485,1.21,1.047
AAR2,0.0,0.0,0.0,3.9819999999999998,0.9159999999999999,0.371,0.0,0.0,2.67,0.0,0.0
AARD,1.416,0.0,0.0,2.019,0.0,0.0,0.0,0.0,1.453,0.0,0.0
AARS,4.29,2.028,1.54,2.915,4.1339999999999995,1.026,1.464,0.6659999999999999,4.861000000000001,0.978,1.15
AARS2,0.742,0.557,0.722,1.534,5.0,0.0,0.9209999999999999,0.0,3.157,0.0,0.804
AARSD1,0.504,0.0,0.0,4.143,0.602,0.0,0.0,0.0,0.564,0.0,0.0
AASDH,0.0,0.375,0.0,2.8280000000000003,1.307,1.345,0.0,0.0,2.968,0.0,0.0
AASDHPPT,4.316,1.774,1.556,2.935,3.3489999999999998,0.97,1.3019999999999998,0.58,4.387,1.235,0.5
AASS,0.565,0.0,0.68,1.278,4.574,0.608,0.0,0.0,1.083,0.0,0.0
AATF,1.68,1.893,2.6010000000000004,5.0,1.815,0.569,1.329,0.9079999999999999,2.8280000000000003,1.141,2.484
AATK,1.517,3.032,1.2919999999999998,1.68,2.827,0.188,0.778,1.431,1.86,0.188,0.982
ABALON,1.016,0.8859999999999999,0.509,0.795,0.0,0.0,0.589,0.0,0.0,0.0,0.0
ABAT,1.122,1.048,0.856,1.2890000000000001,5.0,0.8340000000000001,0.0,0.0,1.797,0.0,0.0
ABCA1,3.213,5.0,2.075,3.438,2.372,2.43,4.489,5.0,2.375,2.437,3.147
ABCA10,1.218,3.448,0.6890000000000001,0.825,0.898,0.9790000000000001,0.89,0.653,0.865,0.75,0.0
ABCA12,1.557,4.441,1.4780000000000002,1.6280000000000001,1.2990000000000002,1.421,1.325,1.0190000000000001,2.78,1.081,1.558
ABCA13,1.238,4.695,1.057,1.0859999999999999,1.129,1.1079999999999999,1.159,0.0,0.9520000000000001,4.14,1.14
ABCA2,1.4340000000000002,5.0,4.263999999999999,1.334,1.206,1.354,1.393,5.0,1.084,5.0,1.465
ABCA3,4.356,5.0,1.903,2.648,1.432,1.4240000000000002,1.699,1.564,2.657,1.761,1.945
ABCA4,1.8330000000000002,4.734,1.744,1.874,1.781,1.109,5.0,1.207,1.715,1.807,1.003
ABCA5,1.2770000000000001,3.4,0.948,1.114,1.18,1.3330000000000002,1.12,3.375,0.871,4.266,3.313
ABCA6,1.239,4.678999999999999,0.8340000000000001,4.1739999999999995,0.95,1.022,0.925,0.583,1.008,0.8170000000000001,0.703
ABCA7,2.006,4.75,1.624,1.631,1.614,1.1840000000000002,3.84,3.6310000000000002,2.423,1.5530000000000002,4.485
ABCA8,1.383,4.5089999999999995,1.0090000000000001,1.044,1.091,1.2209999999999999,0.986,0.0,0.821,0.7979999999999999,0.0
ABCA9,1.227,3.342,1.003,0.948,1.171,1.329,1.149,0.603,1.001,0.741,0.0
ABCB1,4.5169999999999995,4.838,2.485,3.543,2.386,1.985,2.104,2.104,3.363,2.209,1.845
ABCB10,1.17,3.188,0.912,1.2819999999999998,5.0,1.567,1.5390000000000001,1.1320000000000001,1.7109999999999999,1.295,0.727
ABCB11,4.409,4.851,1.681,3.08,2.1519999999999997,2.289,2.024,1.605,2.935,1.571,1.4240000000000002
ABCB4,4.42,5.0,4.525,4.593999999999999,1.82,1.945,1.828,1.3219999999999998,4.53,1.409,1.258
ABCB5,1.959,5.0,1.528,1.8030000000000002,2.153,1.66,1.8969999999999998,1.3840000000000001,1.831,1.5119999999999998,0.986
ABCB6,4.395,5.0,1.8,4.405,5.0,1.3769999999999998,5.0,4.309,4.418,1.621,5.0
ABCB7,1.217,2.949,0.809,1.663,5.0,1.545,1.21,1.236,2.153,1.253,1.011
ABCB8,0.885,4.553999999999999,0.593,4.458,4.612,1.264,1.401,0.88,1.4369999999999998,1.2930000000000001,0.5489999999999999
ABCB9,1.117,3.428,1.015,1.001,1.227,1.041,5.0,0.92,1.4509999999999998,5.0,0.564
ABCC1,4.459,4.86,2.0869999999999997,2.3209999999999997,2.156,1.2930000000000001,1.8230000000000002,1.5290000000000001,2.136,1.804,1.423
ABCC10,1.138,4.666,1.379,1.38,1.3459999999999999,0.9129999999999999,1.272,0.0,1.251,4.1930000000000005,0.0
ABCC11,4.238,5.0,1.114,1.207,1.031,0.966,1.273,0.0,1.125,0.6809999999999999,0.922
ABCC12,1.063,3.55,0.617,1.114,1.1640000000000001,1.262,1.115,0.0,1.083,0.594,0.85
ABCC2,2.0380000000000003,5.0,1.902,2.282,1.939,1.534,1.735,1.371,1.97,1.459,1.462
ABCC3,1.825,4.841,1.72,2.205,1.7730000000000001,1.4869999999999999,1.565,0.695,1.7369999999999999,1.036,1.005
ABCC4,2.033,5.0,1.672,2.8989999999999996,1.9180000000000001,1.725,1.801,1.341,2.7769999999999997,1.5330000000000001,1.281
ABCC5,1.859,4.76,1.663,1.8130000000000002,1.614,1.82,1.238,1.207,1.735,1.3119999999999998,1.115
ABCC6,2.324,4.823,1.36,4.337,1.475,1.0190000000000001,3.554,0.5870000000000001,1.402,0.976,0.745
ABCC8,2.083,4.772,1.729,2.997,2.281,1.26,2.108,1.0979999999999999,3.0980000000000003,1.253,2.455
ABCC9,1.244,4.7589999999999995,1.1740000000000002,2.61,1.444,1.235,1.431,0.0,2.378,0.789,0.636
ABCD1,0.7979999999999999,2.986,0.8079999999999999,2.249,5.0,5.0,5.0,0.0,4.526,5.0,1.0390000000000001
ABCD2,0.96,2.72,0.9940000000000001,1.047,1.6130000000000002,5.0,1.137,0.0,4.238,0.848,0.5379999999999999
ABCD3,1.39,1.555,1.485,1.757,3.7560000000000002,5.0,1.7830000000000001,1.505,4.408,1.77,1.37
ABCD4,0.872,5.0,0.759,0.899,1.6269999999999998,5.0,2.957,0.511,1.42,4.342,1.5230000000000001
ABCE1,1.4509999999999998,1.515,1.3330000000000002,2.9160000000000004,5.0,1.886,1.412,1.1740000000000002,4.73,0.934,1.047
ABCF1,1.011,1.087,1.036,5.0,0.976,1.131,1.139,0.0,4.394,0.586,0.0
ABCF2,0.7659999999999999,1.038,1.2009999999999998,3.378,2.403,1.247,1.079,0.652,3.536,0.0,0.0
ABCF3,0.565,0.6459999999999999,0.52,2.8480000000000003,0.9079999999999999,1.248,1.251,0.672,3.634,0.731,0.0
ABCG1,2.8819999999999997,5.0,1.646,3.21,5.0,2.15,3.866,3.815,2.081,2.168,4.543
ABCG2,2.603,5.0,2.541,4.683,3.96,1.652,2.055,1.787,2.336,2.0469999999999997,1.536
ABCG4,1.77,4.322,0.9309999999999999,1.359,1.308,2.622,1.944,1.435,1.247,1.3119999999999998,1.2890000000000001
ABCG5,2.505,5.0,1.315,2.072,1.791,2.345,1.999,1.4369999999999998,1.8,1.5290000000000001,1.526
ABCG8,2.434,5.0,1.156,1.949,1.7380000000000002,2.938,1.933,1.3019999999999998,1.733,1.403,1.493
ABHD1,1.023,2.17,0.0,0.755,0.562,0.0,1.26,0.0,0.0,0.0,0.0
ABHD10,0.0,0.61,0.0,1.479,4.604,1.344,0.0,0.0,4.287,0.0,0.168
ABHD11,0.564,0.524,0.711,2.194,4.48,0.0,0.0,0.0,2.011,0.76,0.0
ABHD11-AS1,0.0,0.0,0.59,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD12,1.2770000000000001,4.577,0.763,1.113,1.297,2.039,5.0,0.0,1.361,1.056,0.0
ABHD12B,1.219,0.0,0.0,1.5919999999999999,0.281,0.265,0.774,0.0,1.406,0.0,0.0
ABHD13,0.938,1.4709999999999999,0.0,0.281,0.0,0.281,0.281,0.0,2.187,0.406,0.0
ABHD14A,0.0,0.5589999999999999,0.0,0.0,0.61,0.0,0.516,0.0,0.0,0.0,0.0
ABHD14B,4.109,0.24,0.0,5.0,0.8270000000000001,0.57,0.715,0.0,5.0,0.0,0.0
ABHD15,3.0,0.563,0.0,1.4409999999999998,0.0,0.892,0.0,0.0,1.4409999999999998,0.0,0.287
ABHD16A,1.222,1.6980000000000002,0.929,1.963,2.01,0.182,0.9990000000000001,0.0,2.119,0.818,0.513
ABHD16B,1.781,0.0,0.0,0.0,0.0,0.0,0.281,0.0,0.281,0.0,2.123
ABHD17A,1.406,5.0,0.0,1.125,0.188,0.0,0.0,5.0,0.914,0.0,0.998
ABHD17B,1.594,2.387,0.0,0.42200000000000004,0.375,0.0,0.0,3.0,0.32799999999999996,0.281,0.0
ABHD17C,1.3119999999999998,3.0,0.0,1.031,0.375,0.0,0.0,3.0,0.0,0.748,0.0
ABHD2,2.668,5.0,0.596,2.261,0.934,0.17600000000000002,1.156,0.0,0.941,0.284,0.242
ABHD3,0.602,4.431,0.0,1.787,0.851,0.5539999999999999,0.0,0.0,0.55,0.0,0.769
ABHD4,0.63,1.025,0.5660000000000001,1.97,0.863,1.746,4.137,0.0,1.15,1.028,0.0
ABHD5,1.7409999999999999,2.419,1.3780000000000001,2.693,2.085,2.315,1.886,1.202,4.75,1.554,1.3230000000000002
ABHD6,2.5469999999999997,4.333,0.585,1.203,3.5589999999999997,1.5759999999999998,1.646,4.1339999999999995,1.494,4.196000000000001,0.903
ABHD8,4.056,1.306,0.0,2.84,0.281,0.0,0.0,0.0,1.406,0.5379999999999999,0.0
ABI1,4.322,4.39,3.995,3.9810000000000003,1.166,0.0,4.2139999999999995,1.4069999999999998,4.785,1.0859999999999999,1.244
ABI2,1.329,1.629,3.799,4.373,0.716,0.0,0.93,0.882,4.68,0.0,0.895
ABI3,1.376,1.205,1.247,2.57,0.972,0.0,0.8859999999999999,0.0,3.1519999999999997,0.0,0.812
ABI3BP,3.932,2.891,2.095,2.281,1.391,0.0,0.96,0.0,1.653,0.0,0.23399999999999999
ABL1,2.34,3.49,5.0,5.0,4.461,1.031,1.859,1.6640000000000001,5.0,1.829,1.7830000000000001
ABL2,1.6269999999999998,2.084,5.0,3.9739999999999998,1.157,0.0,0.893,1.107,4.65,0.889,1.139
ABLIM1,1.188,1.305,5.0,3.458,0.565,0.0,0.0,0.0,3.701,0.0,0.0
ABLIM2,0.5579999999999999,0.0,5.0,3.1910000000000003,0.0,0.0,0.0,0.0,2.8289999999999997,0.0,0.0
ABLIM3,0.615,0.9259999999999999,5.0,3.304,0.0,0.0,0.0,0.0,2.761,0.0,0.0
ABO,5.0,1.8319999999999999,1.396,1.778,1.393,0.0,1.117,0.0,2.0580000000000003,0.772,5.0
ABR,1.7269999999999999,3.072,1.867,3.1,1.493,0.888,1.182,1.083,4.809,1.031,0.8809999999999999
ABRA,1.334,4.25,3.512,2.872,1.548,0.0,0.705,0.0,0.873,0.5379999999999999,0.0
ABRACL,0.853,0.7759999999999999,1.002,2.806,0.0,0.0,0.0,0.0,3.3680000000000003,0.0,0.664
ABT1,0.0,0.0,0.556,4.58,0.631,0.0,0.0,0.0,1.851,0.0,0.0
ABTB1,0.0,4.288,0.579,4.595,0.875,0.0,0.0,0.0,4.667,0.0,0.0
ABTB2,0.0,0.0,0.0,4.495,2.574,0.188,0.0,0.0,1.98,0.0,0.0
AC002480.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6890000000000001,0.0
AC004041.2,0.0,0.0,0.0,1.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006196.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.0,0.0
AC007405.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01
AC008063.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539999999999999,0.0,0.0
AC009014.3,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010091.1,0.0,0.0,0.0,0.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012074.2,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016735.2,0.7020000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC024560.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AC024592.9,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC067945.2,0.7040000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC078883.3,0.0,0.5489999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092171.4,0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC098617.1,0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC100830.4,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104653.1,0.0,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC109642.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605
ACAA1,4.336,1.541,1.4609999999999999,2.279,2.826,5.0,1.881,0.0,4.445,1.016,1.183
ACAA2,1.244,1.082,0.9840000000000001,1.359,5.0,2.459,1.849,0.0,2.295,0.542,0.98
ACACA,2.248,1.969,4.556,4.627,3.9560000000000004,2.307,2.069,1.078,4.707,1.479,1.35
ACACB,1.9040000000000001,3.074,1.307,5.0,5.0,2.127,2.17,0.0,4.623,0.777,0.713
ACAD10,0.976,0.675,0.637,1.439,5.0,1.493,0.7390000000000001,0.0,1.311,0.504,0.0
ACAD11,0.579,0.0,0.5710000000000001,5.0,5.0,3.798,0.7809999999999999,0.0,2.097,0.0,0.0
ACAD8,0.539,0.0,0.0,0.7440000000000001,4.718,1.435,0.703,0.0,1.4369999999999998,0.0,0.0
ACAD9,0.821,0.856,0.73,5.0,5.0,1.255,0.679,0.0,2.345,0.73,0.581
ACADL,1.5030000000000001,1.21,1.35,1.912,4.843999999999999,2.2230000000000003,1.433,0.504,3.312,0.9440000000000001,0.0
ACADM,1.714,1.5419999999999998,1.608,4.5760000000000005,5.0,2.575,1.5659999999999998,0.0,2.8110000000000004,1.1079999999999999,0.5770000000000001
ACADS,1.6019999999999999,1.348,4.507,4.535,4.789,2.1319999999999997,1.34,0.0,3.287,0.879,0.912
ACADSB,1.075,0.9490000000000001,0.9279999999999999,1.057,5.0,1.646,0.922,0.0,2.318,0.624,0.0
ACADVL,1.528,1.449,1.364,4.592,5.0,3.082,1.375,0.0,4.552,1.065,0.0
ACAN,4.795,2.6839999999999997,2.537,2.778,1.838,1.189,2.472,1.216,1.815,4.33,4.308
ACAP1,0.823,1.618,1.358,2.7319999999999998,0.0,0.0,0.693,3.801,2.86,1.183,1.334
ACAP2,0.7120000000000001,2.667,1.245,2.81,0.0,0.0,0.624,4.359,2.117,1.031,1.827
ACAP3,0.42200000000000004,0.609,0.68,1.882,0.375,0.375,0.188,0.0,1.909,0.0,1.395
ACAT1,4.303,1.317,1.085,1.3840000000000001,5.0,1.8969999999999998,1.327,0.0,2.7910000000000004,0.894,1.036
ACAT2,4.272,1.161,0.8109999999999999,4.452,3.8689999999999998,2.717,1.4080000000000001,0.0,4.572,0.585,0.682
ACBD3,0.875,1.421,1.175,2.764,3.714,0.708,1.6969999999999998,1.4669999999999999,2.6039999999999996,1.185,5.0
ACBD4,0.0,0.0,0.0,1.922,0.7709999999999999,1.416,1.005,0.0,2.4019999999999997,0.0,0.8420000000000001
ACBD5,0.0,1.193,0.85,4.496,1.672,5.0,1.8719999999999999,0.8540000000000001,2.6519999999999997,1.042,0.556
ACBD7,0.8540000000000001,0.0,0.0,0.0,0.0,0.281,0.0,0.0,2.844,0.0,0.0
ACCS,1.8530000000000002,1.788,1.618,3.096,1.73,1.003,1.165,0.551,2.8939999999999997,0.687,2.316
ACCSL,0.0,0.469,0.0,0.797,0.75,0.0,0.516,0.0,1.455,0.0,0.0
ACD,1.568,1.734,1.515,4.777,1.5090000000000001,0.0,0.9620000000000001,0.943,3.263,0.914,0.7020000000000001
ACE,5.0,4.812,2.884,2.99,2.838,2.441,2.603,4.348,3.2319999999999998,4.455,1.939
ACE2,5.0,5.0,1.851,2.263,1.905,2.173,2.1830000000000003,1.699,1.854,1.5119999999999998,1.125
ACER1,1.17,3.445,0.629,1.085,1.4140000000000001,0.688,4.321000000000001,0.89,1.157,1.776,1.791
ACER2,1.173,3.6310000000000002,0.6659999999999999,1.147,1.4680000000000002,0.581,1.635,0.855,1.138,1.791,5.0
ACER3,1.479,3.614,0.833,1.351,1.416,0.6409999999999999,5.0,1.077,1.4040000000000001,2.815,5.0
ACHE,4.667,4.673,2.412,5.0,2.416,1.2429999999999999,3.3089999999999997,1.604,2.153,2.318,4.395
ACIN1,2.416,4.603,2.09,5.0,1.956,1.251,1.8530000000000002,1.048,4.703,1.514,1.6340000000000001
ACKR1,2.1109999999999998,4.777,1.649,1.939,1.464,0.0,1.505,5.0,1.8980000000000001,1.5419999999999998,1.271
ACKR2,2.359,5.0,5.0,4.42,1.176,0.555,1.3419999999999999,5.0,4.331,1.521,0.914
ACKR3,2.117,5.0,1.682,3.1189999999999998,1.006,0.0,1.237,5.0,1.325,1.4709999999999999,0.785
ACKR4,1.965,4.746,1.34,1.77,1.204,0.0,1.0590000000000002,3.458,1.385,1.097,0.72
ACLY,4.453,4.624,1.839,4.65,2.8510000000000004,2.544,2.035,1.0759999999999998,5.0,4.313,1.591
ACMSD,0.956,0.6659999999999999,1.058,1.936,1.23,1.5859999999999999,0.0,0.0,5.0,0.774,0.807
ACN9,1.063,0.836,1.891,2.853,4.438,0.7909999999999999,0.0,0.0,1.7930000000000001,0.0,0.0
ACO1,4.3839999999999995,2.448,1.473,2.186,4.686,2.546,5.0,1.7530000000000001,4.794,1.804,5.0
ACO2,1.672,1.713,1.65,1.9169999999999998,4.882,1.761,1.714,1.024,4.04,1.4140000000000001,0.7809999999999999
ACOT1,1.584,1.41,1.186,2.505,2.213,3.0239999999999996,1.2819999999999998,0.687,4.506,0.9129999999999999,0.544
ACOT11,4.303,1.272,1.349,1.646,5.0,1.3769999999999998,1.3519999999999999,0.639,4.551,0.672,0.956
ACOT12,0.851,0.514,0.0,2.082,1.62,1.742,0.613,0.0,4.059,0.0,0.0
ACOT13,1.27,1.19,3.49,4.636,4.176,1.193,0.92,0.0,4.579,0.0,0.537
ACOT2,1.2590000000000001,1.245,1.022,1.639,4.583,4.599,1.167,0.0,4.371,0.505,0.188
ACOT4,1.182,0.6829999999999999,0.281,1.4480000000000002,1.724,5.0,1.008,0.0,4.459,0.672,0.0
ACOT6,0.188,0.0,0.0,0.938,1.746,4.444,0.648,0.0,4.426,0.0,0.0
ACOT7,4.2780000000000005,1.3090000000000002,1.087,4.476,4.352,2.347,1.175,0.0,4.6739999999999995,0.0,0.67
ACOT8,1.5530000000000002,1.367,1.054,2.511,2.799,5.0,1.194,0.589,4.552,0.6970000000000001,0.0
ACOT9,0.0,1.6909999999999998,0.0,2.35,4.624,1.5119999999999998,0.631,0.0,2.336,0.0,0.0
ACOX1,1.983,2.537,1.426,3.055,2.6069999999999998,5.0,1.901,0.552,4.401,1.4469999999999998,1.038
ACOX2,1.3840000000000001,0.958,0.77,2.295,1.915,5.0,1.162,0.0,4.547,0.672,0.0
ACOX3,1.034,1.172,0.639,1.882,1.8359999999999999,5.0,1.155,0.0,4.461,0.0,0.0
ACOXL,0.691,0.0,0.0,0.87,1.016,4.625,0.0,0.0,0.568,0.0,0.797
ACP1,4.305,5.0,1.719,1.444,1.443,0.695,1.131,0.924,1.642,0.578,0.0
ACP2,4.343999999999999,2.222,1.198,1.382,1.7630000000000001,0.9179999999999999,1.4469999999999998,1.524,1.351,5.0,1.751
ACP5,3.553,2.334,2.289,2.927,1.754,0.784,1.875,1.405,4.585,5.0,1.228
ACP6,0.0,0.0,0.512,1.24,5.0,1.031,0.51,0.0,1.0390000000000001,0.0,1.7009999999999998
ACPP,5.0,5.0,1.511,4.305,1.538,0.469,0.893,1.196,1.6480000000000001,4.387,1.7819999999999998
ACPT,1.795,3.25,0.0,1.1079999999999999,1.025,0.0,1.8730000000000002,0.0,0.934,1.0390000000000001,0.726
ACR,4.647,1.95,1.6740000000000002,4.3919999999999995,1.6059999999999999,0.0,1.4580000000000002,0.87,1.584,1.063,1.33
ACRBP,4.617,2.249,1.314,4.506,1.023,0.0,0.257,0.0,0.9129999999999999,0.0,0.8590000000000001
ACRC,1.22,0.6509999999999999,0.9590000000000001,5.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
ACRV1,3.321,1.192,1.374,1.608,1.061,0.0,0.5720000000000001,0.0,1.341,0.818,0.672
ACSBG1,1.615,5.0,1.5659999999999998,2.6460000000000004,2.113,1.6130000000000002,5.0,0.579,4.494,0.9640000000000001,0.743
ACSBG2,0.9079999999999999,0.596,1.023,1.7109999999999999,5.0,1.722,0.0,0.0,4.56,0.0,0.509
ACSF2,1.35,1.1909999999999998,1.983,2.161,4.531000000000001,1.876,0.6709999999999999,0.0,2.6710000000000003,0.684,0.0
ACSF3,1.015,1.0090000000000001,0.0,0.848,5.0,1.004,0.0,0.0,1.8019999999999998,0.0,0.0
ACSL1,2.068,3.18,1.6880000000000002,3.123,5.0,4.447,5.0,0.7829999999999999,3.182,1.244,1.2990000000000002
ACSL3,2.0580000000000003,1.839,1.272,1.652,3.911,4.324,5.0,1.031,2.122,1.235,5.0
ACSL4,4.412,5.0,1.49,1.6780000000000002,4.271,3.937,5.0,1.3159999999999998,1.9280000000000002,1.433,2.9730000000000003
ACSL5,1.64,5.0,1.274,4.545,5.0,3.589,5.0,0.648,1.99,1.0090000000000001,0.8809999999999999
ACSL6,1.446,5.0,1.228,1.767,3.825,3.926,5.0,0.0,1.8530000000000002,0.7829999999999999,0.885
ACSM1,4.265,1.2690000000000001,1.518,2.498,5.0,0.7040000000000001,0.626,0.713,1.7890000000000001,0.0,0.0
ACSM2A,1.439,1.469,1.527,2.7760000000000002,4.533,0.175,0.86,0.722,1.933,0.0,0.74
ACSM2B,0.774,0.0,0.0,0.8440000000000001,5.0,1.004,0.0,0.0,1.453,0.0,0.0
ACSM3,1.393,1.042,0.9490000000000001,1.4340000000000002,3.647,1.395,0.765,0.0,1.097,0.562,0.0
ACSM4,0.0,0.0,0.0,0.0,3.984,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5,0.563,0.573,0.0,0.846,4.357,1.254,0.735,0.0,1.839,0.0,0.0
ACSM6,0.0,0.0,0.0,0.469,4.051,0.469,0.0,0.0,1.031,0.0,0.0
ACSS1,1.2890000000000001,1.482,1.2,1.9480000000000002,5.0,1.338,1.171,0.0,2.56,0.762,0.69
ACSS2,1.881,1.901,1.545,4.62,4.573,2.377,1.597,0.617,5.0,1.1540000000000001,1.287
ACSS3,1.047,0.0,0.0,0.985,5.0,1.077,0.0,0.0,2.133,0.0,0.0
ACTA1,4.5,2.386,5.0,2.459,2.242,1.351,2.043,1.742,4.769,1.883,1.556
ACTA2,4.5169999999999995,2.313,5.0,3.205,1.935,1.215,1.867,1.551,4.748,1.495,1.402
ACTA2-AS1,0.0,0.0,0.0,0.5379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,4.6,4.163,5.0,5.0,2.8169999999999997,1.781,2.463,2.14,4.808,2.362,1.995
ACTBL2,4.165,0.0,3.592,1.161,0.927,0.0,0.0,0.0,3.133,0.0,0.0
ACTC1,4.426,2.197,5.0,2.259,2.001,1.141,1.9340000000000002,1.443,4.7410000000000005,1.499,1.3719999999999999
ACTG1,5.0,4.074,5.0,4.585,2.5780000000000003,1.547,2.2430000000000003,1.966,4.784,2.117,1.797
ACTG2,4.42,2.153,5.0,2.162,1.8430000000000002,1.1059999999999999,1.739,1.492,4.737,1.445,1.3719999999999999
ACTL10,2.344,0.0,3.0,0.188,0.281,0.9790000000000001,0.0,0.0,1.71,0.188,0.0
ACTL6A,1.06,4.246,1.7990000000000002,5.0,1.018,0.0,0.568,0.0,3.778,0.0,0.0
ACTL6B,0.736,0.8290000000000001,1.218,5.0,0.0,0.375,0.0,0.0,2.819,0.0,0.0
ACTL7A,0.469,0.0,4.177,4.435,0.469,0.0,0.0,0.0,2.595,0.0,3.0
ACTL7B,0.0,0.609,3.3560000000000003,3.8339999999999996,0.0,0.0,0.0,0.0,2.668,0.0,0.5920000000000001
ACTL8,0.563,0.0,3.306,2.267,0.0,0.0,0.0,0.0,3.227,0.0,0.0
ACTL9,0.526,0.0,3.272,3.1639999999999997,0.0,0.281,0.0,0.0,2.474,0.0,0.0
ACTN1,4.373,4.187,5.0,3.3989999999999996,1.403,0.0,1.319,1.045,4.676,1.003,0.993
ACTN2,4.335,3.198,5.0,3.431,2.031,0.0,1.547,0.902,4.6739999999999995,0.769,0.7020000000000001
